ProductionOrderID,MaterialNumber,MaterialName,ProductComplexity,OrderDate,PlannedQty,MachineClass,PlantID
PO103990,FG0015,Aftermarket Airbag Module,MED,2025-06-05,70,PRESS,PLT2
PO103991,FG0028,ACDelco Bearing,LOW,2025-04-12,185,GRIND,PLT2
PO103992,FG0016,OEM Caliper,LOW,2025-12-04,172,CNC,PLT2
PO103993,FG0030,Magneti Marelli Sensor,MED,2025-08-28,90,MILL,PLT2
PO103994,FG0012,OEM Catalytic Converter,HIGH,2025-09-09,65,MILL,PLT1
PO103995,FG0014,Valeo Airbag Module,HIGH,2025-11-21,26,CNC,PLT1
PO103996,FG0001,Aftermarket Gearbox,MED,2025-05-08,125,GRIND,PLT2
PO103997,FG0011,Valeo Radiator,LOW,2025-03-08,79,CNC,PLT2
PO103998,FG0010,Bosch Camshaft,MED,2025-09-24,16,ROBOT,PLT1
PO103999,FG0001,Aftermarket Gearbox,MED,2025-09-03,164,ROBOT,PLT3
PO104000,FG0009,TRW Crankshaft,LOW,2025-09-11,45,CNC,PLT2
PO104001,FG0002,Bosch Timing Belt,MED,2025-08-11,127,ROBOT,PLT1
PO104002,FG0019,Performance Bearing,HIGH,2025-11-12,95,PRESS,PLT3
PO104003,FG0015,Aftermarket Airbag Module,MED,2025-02-16,87,ROBOT,PLT3
PO104004,FG0004,Valeo Drive Shaft,MED,2025-04-04,41,CNC,PLT1
PO104005,FG0017,Valeo Sway Bar,MED,2025-10-29,158,MILL,PLT2
PO104006,FG0017,Valeo Sway Bar,MED,2025-04-30,46,CNC,PLT3
PO104007,FG0014,Valeo Airbag Module,HIGH,2025-01-13,29,ROBOT,PLT2
PO104008,FG0015,Aftermarket Airbag Module,MED,2025-06-28,51,CNC,PLT2
PO104009,FG0008,Delphi Exhaust Manifold,MED,2025-05-11,111,CNC,PLT1
PO104010,FG0011,Valeo Radiator,LOW,2025-02-11,90,PRESS,PLT1
PO104011,FG0024,Denso Turbocharger,HIGH,2025-07-20,104,PRESS,PLT3
PO104012,FG0020,Bosch Fan,MED,2025-05-06,74,MILL,PLT1
PO104013,FG0013,Bosch Shock Absorber,MED,2025-06-03,120,CNC,PLT2
PO104014,FG0026,Delphi Camshaft,LOW,2025-01-15,124,CNC,PLT1
PO104015,FG0025,Performance Fuel Injector,MED,2025-05-08,126,ROBOT,PLT2
PO104016,FG0026,Delphi Camshaft,LOW,2025-02-17,83,ROBOT,PLT1
PO104017,FG0020,Bosch Fan,MED,2025-09-19,83,CNC,PLT3
PO104018,FG0028,ACDelco Bearing,LOW,2025-01-10,80,CNC,PLT2
PO104019,FG0006,Aftermarket Timing Belt,HIGH,2025-01-21,27,MILL,PLT3
PO104020,FG0007,Sport Shock Absorber,MED,2025-01-15,97,GRIND,PLT1
PO104021,FG0015,Aftermarket Airbag Module,MED,2025-06-29,169,ROBOT,PLT1
PO104022,FG0030,Magneti Marelli Sensor,MED,2025-10-02,138,MILL,PLT2
PO104023,FG0001,Aftermarket Gearbox,MED,2025-12-04,176,GRIND,PLT3
PO104024,FG0019,Performance Bearing,HIGH,2025-05-12,30,CNC,PLT3
PO104025,FG0027,TRW Gearbox,MED,2025-05-13,30,PRESS,PLT1
PO104026,FG0021,Performance Differential,MED,2025-07-13,122,PRESS,PLT3
PO104027,FG0028,ACDelco Bearing,LOW,2025-06-25,192,ROBOT,PLT1
PO104028,FG0012,OEM Catalytic Converter,HIGH,2025-04-11,153,MILL,PLT3
PO104029,FG0010,Bosch Camshaft,MED,2025-05-03,17,ROBOT,PLT3
PO104030,FG0003,Magneti Marelli Radiator,HIGH,2025-08-22,86,CNC,PLT3
PO104031,FG0015,Aftermarket Airbag Module,MED,2025-08-29,136,CNC,PLT3
PO104032,FG0021,Performance Differential,MED,2025-09-22,172,MILL,PLT3
PO104033,FG0030,Magneti Marelli Sensor,MED,2025-05-27,142,ROBOT,PLT3
PO104034,FG0016,OEM Caliper,LOW,2025-11-09,10,ROBOT,PLT3
PO104035,FG0008,Delphi Exhaust Manifold,MED,2025-07-19,108,ROBOT,PLT2
PO104036,FG0018,Genuine Oil Pump,LOW,2025-06-01,162,ROBOT,PLT1
PO104037,FG0011,Valeo Radiator,LOW,2025-10-30,72,CNC,PLT3
PO104038,FG0025,Performance Fuel Injector,MED,2025-03-28,48,PRESS,PLT2
PO104039,FG0004,Valeo Drive Shaft,MED,2025-03-02,40,PRESS,PLT1
PO104040,FG0022,Remanufactured Caliper,LOW,2025-03-12,183,MILL,PLT1
PO104041,FG0029,ACDelco Catalytic Converter,LOW,2025-02-07,164,PRESS,PLT1
PO104042,FG0010,Bosch Camshaft,MED,2025-08-31,169,PRESS,PLT3
PO104043,FG0017,Valeo Sway Bar,MED,2025-06-03,30,ROBOT,PLT3
PO104044,FG0006,Aftermarket Timing Belt,HIGH,2025-12-26,29,MILL,PLT2
PO104045,FG0022,Remanufactured Caliper,LOW,2025-01-29,190,CNC,PLT1
PO104046,FG0016,OEM Caliper,LOW,2025-12-20,115,ROBOT,PLT2
PO104047,FG0028,ACDelco Bearing,LOW,2025-10-02,25,ROBOT,PLT1
PO104048,FG0010,Bosch Camshaft,MED,2025-03-07,106,MILL,PLT1
PO104049,FG0020,Bosch Fan,MED,2025-10-19,67,GRIND,PLT1
PO104050,FG0004,Valeo Drive Shaft,MED,2025-03-28,66,MILL,PLT2
PO104051,FG0012,OEM Catalytic Converter,HIGH,2025-02-27,118,GRIND,PLT1
PO104052,FG0008,Delphi Exhaust Manifold,MED,2025-04-03,100,ROBOT,PLT1
PO104053,FG0029,ACDelco Catalytic Converter,LOW,2025-03-26,54,ROBOT,PLT1
PO104054,FG0005,Remanufactured Gearbox,LOW,2025-08-29,90,PRESS,PLT3
PO104055,FG0002,Bosch Timing Belt,MED,2025-10-26,162,GRIND,PLT1
PO104056,FG0010,Bosch Camshaft,MED,2025-11-09,43,PRESS,PLT2
PO104057,FG0002,Bosch Timing Belt,MED,2025-09-29,119,MILL,PLT2
PO104058,FG0016,OEM Caliper,LOW,2025-08-05,100,MILL,PLT2
PO104059,FG0007,Sport Shock Absorber,MED,2025-08-08,72,CNC,PLT1
PO104060,FG0027,TRW Gearbox,MED,2025-05-30,40,CNC,PLT3
PO104061,FG0002,Bosch Timing Belt,MED,2025-04-13,150,CNC,PLT3
PO104062,FG0019,Performance Bearing,HIGH,2025-03-19,84,ROBOT,PLT1
PO104063,FG0022,Remanufactured Caliper,LOW,2025-07-20,159,CNC,PLT1
PO104064,FG0029,ACDelco Catalytic Converter,LOW,2025-10-15,59,GRIND,PLT3
PO104065,FG0016,OEM Caliper,LOW,2025-11-18,199,GRIND,PLT2
PO104066,FG0018,Genuine Oil Pump,LOW,2025-12-29,75,MILL,PLT1
PO104067,FG0005,Remanufactured Gearbox,LOW,2025-12-18,122,GRIND,PLT2
PO104068,FG0023,ACDelco Oil Pump,HIGH,2025-04-25,109,GRIND,PLT2
PO104069,FG0010,Bosch Camshaft,MED,2025-10-17,50,ROBOT,PLT3
PO104070,FG0012,OEM Catalytic Converter,HIGH,2025-11-24,20,PRESS,PLT1
PO104071,FG0026,Delphi Camshaft,LOW,2025-05-27,154,ROBOT,PLT3
PO104072,FG0004,Valeo Drive Shaft,MED,2025-09-27,198,GRIND,PLT2
PO104073,FG0012,OEM Catalytic Converter,HIGH,2025-11-16,19,ROBOT,PLT2
PO104074,FG0009,TRW Crankshaft,LOW,2025-12-16,105,CNC,PLT3
PO104075,FG0005,Remanufactured Gearbox,LOW,2025-12-13,13,CNC,PLT2
PO104076,FG0009,TRW Crankshaft,LOW,2025-07-22,114,CNC,PLT2
PO104077,FG0014,Valeo Airbag Module,HIGH,2025-07-27,171,PRESS,PLT2
PO104078,FG0007,Sport Shock Absorber,MED,2025-01-30,117,ROBOT,PLT1
PO104079,FG0011,Valeo Radiator,LOW,2025-09-24,188,CNC,PLT2
PO104080,FG0004,Valeo Drive Shaft,MED,2025-09-11,13,CNC,PLT2
PO104081,FG0015,Aftermarket Airbag Module,MED,2025-02-20,77,CNC,PLT3
PO104082,FG0021,Performance Differential,MED,2025-08-07,72,ROBOT,PLT1
PO104083,FG0011,Valeo Radiator,LOW,2025-08-06,139,GRIND,PLT1
PO104084,FG0015,Aftermarket Airbag Module,MED,2025-08-04,155,ROBOT,PLT1
PO104085,FG0030,Magneti Marelli Sensor,MED,2025-12-23,62,PRESS,PLT1
PO104086,FG0021,Performance Differential,MED,2025-02-24,58,CNC,PLT3
PO104087,FG0007,Sport Shock Absorber,MED,2025-08-07,84,MILL,PLT2
PO104088,FG0005,Remanufactured Gearbox,LOW,2025-03-09,66,GRIND,PLT1
PO104089,FG0028,ACDelco Bearing,LOW,2025-12-16,193,PRESS,PLT1
PO104090,FG0004,Valeo Drive Shaft,MED,2025-03-17,116,PRESS,PLT3
PO104091,FG0017,Valeo Sway Bar,MED,2025-05-22,193,GRIND,PLT2
PO104092,FG0027,TRW Gearbox,MED,2025-08-06,14,CNC,PLT2
PO104093,FG0030,Magneti Marelli Sensor,MED,2025-06-22,85,CNC,PLT3
PO104094,FG0023,ACDelco Oil Pump,HIGH,2025-05-29,99,MILL,PLT2
PO104095,FG0030,Magneti Marelli Sensor,MED,2025-08-25,155,MILL,PLT1
PO104096,FG0001,Aftermarket Gearbox,MED,2025-11-16,64,CNC,PLT1
PO104097,FG0021,Performance Differential,MED,2025-10-10,83,CNC,PLT3
PO104098,FG0005,Remanufactured Gearbox,LOW,2025-04-22,195,GRIND,PLT1
PO104099,FG0002,Bosch Timing Belt,MED,2025-09-10,124,CNC,PLT2
PO104100,FG0007,Sport Shock Absorber,MED,2025-06-29,37,ROBOT,PLT1
PO104101,FG0022,Remanufactured Caliper,LOW,2025-12-09,162,ROBOT,PLT1
PO104102,FG0024,Denso Turbocharger,HIGH,2025-01-10,37,MILL,PLT3
PO104103,FG0013,Bosch Shock Absorber,MED,2025-02-25,144,CNC,PLT1
PO104104,FG0011,Valeo Radiator,LOW,2025-08-07,167,ROBOT,PLT2
PO104105,FG0010,Bosch Camshaft,MED,2025-01-14,65,ROBOT,PLT1
PO104106,FG0021,Performance Differential,MED,2025-09-15,143,ROBOT,PLT1
PO104107,FG0015,Aftermarket Airbag Module,MED,2025-03-31,47,PRESS,PLT2
PO104108,FG0015,Aftermarket Airbag Module,MED,2025-02-13,117,PRESS,PLT2
PO104109,FG0016,OEM Caliper,LOW,2025-04-21,191,PRESS,PLT3
PO104110,FG0011,Valeo Radiator,LOW,2025-03-05,26,CNC,PLT2
PO104111,FG0029,ACDelco Catalytic Converter,LOW,2025-11-26,43,ROBOT,PLT3
PO104112,FG0021,Performance Differential,MED,2025-05-06,73,GRIND,PLT3
PO104113,FG0013,Bosch Shock Absorber,MED,2025-03-29,183,MILL,PLT1
PO104114,FG0012,OEM Catalytic Converter,HIGH,2025-10-24,175,MILL,PLT3
PO104115,FG0014,Valeo Airbag Module,HIGH,2025-03-27,171,PRESS,PLT1
PO104116,FG0007,Sport Shock Absorber,MED,2025-07-02,60,ROBOT,PLT3
PO104117,FG0006,Aftermarket Timing Belt,HIGH,2025-05-29,158,MILL,PLT3
PO104118,FG0015,Aftermarket Airbag Module,MED,2025-04-07,143,MILL,PLT3
PO104119,FG0009,TRW Crankshaft,LOW,2025-03-22,47,GRIND,PLT3
PO104120,FG0017,Valeo Sway Bar,MED,2025-09-30,100,MILL,PLT2
PO104121,FG0026,Delphi Camshaft,LOW,2025-09-30,62,CNC,PLT1
PO104122,FG0007,Sport Shock Absorber,MED,2025-05-06,139,MILL,PLT2
PO104123,FG0012,OEM Catalytic Converter,HIGH,2025-06-21,57,ROBOT,PLT3
PO104124,FG0023,ACDelco Oil Pump,HIGH,2025-12-18,166,PRESS,PLT3
PO104125,FG0012,OEM Catalytic Converter,HIGH,2025-05-08,175,ROBOT,PLT3
PO104126,FG0019,Performance Bearing,HIGH,2025-04-13,12,CNC,PLT2
PO104127,FG0026,Delphi Camshaft,LOW,2025-12-17,129,GRIND,PLT2
PO104128,FG0020,Bosch Fan,MED,2025-12-16,188,PRESS,PLT3
PO104129,FG0001,Aftermarket Gearbox,MED,2025-01-07,122,MILL,PLT1
PO104130,FG0017,Valeo Sway Bar,MED,2025-12-07,135,CNC,PLT1
PO104131,FG0014,Valeo Airbag Module,HIGH,2025-02-12,67,CNC,PLT1
PO104132,FG0002,Bosch Timing Belt,MED,2025-10-07,176,ROBOT,PLT2
PO104133,FG0001,Aftermarket Gearbox,MED,2025-09-11,189,CNC,PLT3
PO104134,FG0002,Bosch Timing Belt,MED,2025-09-22,83,MILL,PLT2
PO104135,FG0022,Remanufactured Caliper,LOW,2025-02-27,53,PRESS,PLT1
PO104136,FG0025,Performance Fuel Injector,MED,2025-07-02,100,PRESS,PLT1
PO104137,FG0008,Delphi Exhaust Manifold,MED,2025-12-20,138,MILL,PLT3
PO104138,FG0004,Valeo Drive Shaft,MED,2025-05-16,50,ROBOT,PLT3
PO104139,FG0005,Remanufactured Gearbox,LOW,2025-08-26,117,CNC,PLT2
PO104140,FG0030,Magneti Marelli Sensor,MED,2025-08-14,88,PRESS,PLT3
PO104141,FG0008,Delphi Exhaust Manifold,MED,2025-05-17,61,ROBOT,PLT2
PO104142,FG0013,Bosch Shock Absorber,MED,2025-07-23,133,PRESS,PLT1
PO104143,FG0019,Performance Bearing,HIGH,2025-03-03,188,MILL,PLT2
PO104144,FG0025,Performance Fuel Injector,MED,2025-04-27,147,GRIND,PLT3
PO104145,FG0015,Aftermarket Airbag Module,MED,2025-07-15,100,GRIND,PLT3
PO104146,FG0004,Valeo Drive Shaft,MED,2025-05-23,193,GRIND,PLT3
PO104147,FG0017,Valeo Sway Bar,MED,2025-01-21,34,PRESS,PLT3
PO104148,FG0024,Denso Turbocharger,HIGH,2025-01-29,25,CNC,PLT1
PO104149,FG0022,Remanufactured Caliper,LOW,2025-12-02,147,ROBOT,PLT1
PO104150,FG0021,Performance Differential,MED,2025-08-17,158,MILL,PLT3
PO104151,FG0025,Performance Fuel Injector,MED,2025-07-27,71,ROBOT,PLT3
PO104152,FG0002,Bosch Timing Belt,MED,2025-10-29,104,MILL,PLT3
PO104153,FG0010,Bosch Camshaft,MED,2025-10-01,105,PRESS,PLT3
PO104154,FG0003,Magneti Marelli Radiator,HIGH,2025-12-23,23,CNC,PLT1
PO104155,FG0029,ACDelco Catalytic Converter,LOW,2025-05-22,40,GRIND,PLT3
PO104156,FG0025,Performance Fuel Injector,MED,2025-03-07,167,CNC,PLT3
PO104157,FG0010,Bosch Camshaft,MED,2025-05-14,17,MILL,PLT3
PO104158,FG0027,TRW Gearbox,MED,2025-12-07,33,GRIND,PLT1
PO104159,FG0012,OEM Catalytic Converter,HIGH,2025-06-19,30,GRIND,PLT3
PO104160,FG0013,Bosch Shock Absorber,MED,2025-08-23,148,GRIND,PLT1
PO104161,FG0018,Genuine Oil Pump,LOW,2025-03-31,17,MILL,PLT2
PO104162,FG0017,Valeo Sway Bar,MED,2025-01-11,135,CNC,PLT3
PO104163,FG0026,Delphi Camshaft,LOW,2025-09-15,164,CNC,PLT3
PO104164,FG0001,Aftermarket Gearbox,MED,2025-07-19,174,ROBOT,PLT2
PO104165,FG0030,Magneti Marelli Sensor,MED,2025-01-12,141,MILL,PLT3
PO104166,FG0022,Remanufactured Caliper,LOW,2025-09-07,24,GRIND,PLT1
PO104167,FG0025,Performance Fuel Injector,MED,2025-04-20,51,GRIND,PLT1
PO104168,FG0011,Valeo Radiator,LOW,2025-11-05,52,ROBOT,PLT1
PO104169,FG0017,Valeo Sway Bar,MED,2025-05-24,128,ROBOT,PLT3
PO104170,FG0016,OEM Caliper,LOW,2025-10-25,108,PRESS,PLT1
PO104171,FG0002,Bosch Timing Belt,MED,2025-12-29,125,GRIND,PLT2
PO104172,FG0026,Delphi Camshaft,LOW,2025-06-27,166,ROBOT,PLT1
PO104173,FG0030,Magneti Marelli Sensor,MED,2025-07-11,50,ROBOT,PLT1
PO104174,FG0006,Aftermarket Timing Belt,HIGH,2025-10-29,186,CNC,PLT2
PO104175,FG0028,ACDelco Bearing,LOW,2025-01-29,78,PRESS,PLT2
PO104176,FG0018,Genuine Oil Pump,LOW,2025-12-01,97,PRESS,PLT1
PO104177,FG0009,TRW Crankshaft,LOW,2025-11-20,69,MILL,PLT1
PO104178,FG0028,ACDelco Bearing,LOW,2025-04-16,115,GRIND,PLT1
PO104179,FG0002,Bosch Timing Belt,MED,2025-07-24,176,PRESS,PLT1
PO104180,FG0009,TRW Crankshaft,LOW,2025-01-17,182,CNC,PLT1
PO104181,FG0023,ACDelco Oil Pump,HIGH,2025-02-20,144,PRESS,PLT3
PO104182,FG0029,ACDelco Catalytic Converter,LOW,2025-08-10,12,PRESS,PLT1
PO104183,FG0030,Magneti Marelli Sensor,MED,2025-01-24,99,PRESS,PLT1
PO104184,FG0008,Delphi Exhaust Manifold,MED,2025-05-30,95,GRIND,PLT2
PO104185,FG0009,TRW Crankshaft,LOW,2025-05-24,99,CNC,PLT2
PO104186,FG0003,Magneti Marelli Radiator,HIGH,2025-08-01,13,GRIND,PLT2
PO104187,FG0009,TRW Crankshaft,LOW,2025-10-15,62,GRIND,PLT2
PO104188,FG0006,Aftermarket Timing Belt,HIGH,2025-12-05,109,ROBOT,PLT1
PO104189,FG0022,Remanufactured Caliper,LOW,2025-12-30,46,CNC,PLT2
PO104190,FG0030,Magneti Marelli Sensor,MED,2025-11-01,185,GRIND,PLT2
PO104191,FG0011,Valeo Radiator,LOW,2025-12-01,103,MILL,PLT1
PO104192,FG0030,Magneti Marelli Sensor,MED,2025-10-15,70,CNC,PLT2
PO104193,FG0012,OEM Catalytic Converter,HIGH,2025-08-09,61,PRESS,PLT1
PO104194,FG0003,Magneti Marelli Radiator,HIGH,2025-08-06,145,ROBOT,PLT1
PO104195,FG0012,OEM Catalytic Converter,HIGH,2025-05-07,133,PRESS,PLT1
PO104196,FG0014,Valeo Airbag Module,HIGH,2025-04-28,138,ROBOT,PLT1
PO104197,FG0012,OEM Catalytic Converter,HIGH,2025-09-05,46,ROBOT,PLT2
PO104198,FG0018,Genuine Oil Pump,LOW,2025-02-16,76,GRIND,PLT2
PO104199,FG0019,Performance Bearing,HIGH,2025-09-09,152,CNC,PLT3
PO104200,FG0004,Valeo Drive Shaft,MED,2025-05-03,160,MILL,PLT2
PO104201,FG0005,Remanufactured Gearbox,LOW,2025-05-12,172,CNC,PLT3
PO104202,FG0014,Valeo Airbag Module,HIGH,2025-03-17,177,CNC,PLT1
PO104203,FG0001,Aftermarket Gearbox,MED,2025-02-03,114,PRESS,PLT2
PO104204,FG0017,Valeo Sway Bar,MED,2025-10-27,15,MILL,PLT3
PO104205,FG0010,Bosch Camshaft,MED,2025-06-04,185,ROBOT,PLT1
PO104206,FG0019,Performance Bearing,HIGH,2025-07-17,82,CNC,PLT3
PO104207,FG0024,Denso Turbocharger,HIGH,2025-03-23,25,PRESS,PLT3
PO104208,FG0004,Valeo Drive Shaft,MED,2025-08-07,165,MILL,PLT1
PO104209,FG0015,Aftermarket Airbag Module,MED,2025-05-22,47,MILL,PLT1
PO104210,FG0018,Genuine Oil Pump,LOW,2025-12-21,81,PRESS,PLT3
PO104211,FG0027,TRW Gearbox,MED,2025-07-09,42,MILL,PLT1
PO104212,FG0008,Delphi Exhaust Manifold,MED,2025-09-19,119,ROBOT,PLT3
PO104213,FG0012,OEM Catalytic Converter,HIGH,2025-09-24,74,PRESS,PLT2
PO104214,FG0018,Genuine Oil Pump,LOW,2025-06-13,69,GRIND,PLT3
PO104215,FG0025,Performance Fuel Injector,MED,2025-05-20,139,GRIND,PLT1
PO104216,FG0025,Performance Fuel Injector,MED,2025-05-14,150,MILL,PLT3
PO104217,FG0025,Performance Fuel Injector,MED,2025-06-23,22,MILL,PLT2
PO104218,FG0017,Valeo Sway Bar,MED,2025-11-05,37,CNC,PLT1
PO104219,FG0003,Magneti Marelli Radiator,HIGH,2025-07-27,199,ROBOT,PLT3
PO104220,FG0003,Magneti Marelli Radiator,HIGH,2025-11-07,124,ROBOT,PLT1
PO104221,FG0022,Remanufactured Caliper,LOW,2025-12-17,159,GRIND,PLT3
PO104222,FG0028,ACDelco Bearing,LOW,2025-05-08,37,GRIND,PLT2
PO104223,FG0025,Performance Fuel Injector,MED,2025-12-16,141,PRESS,PLT2
PO104224,FG0030,Magneti Marelli Sensor,MED,2025-08-11,84,PRESS,PLT1
PO104225,FG0017,Valeo Sway Bar,MED,2025-08-26,16,CNC,PLT1
PO104226,FG0021,Performance Differential,MED,2025-09-25,15,MILL,PLT1
PO104227,FG0028,ACDelco Bearing,LOW,2025-08-03,16,CNC,PLT2
PO104228,FG0002,Bosch Timing Belt,MED,2025-09-11,30,MILL,PLT3
PO104229,FG0002,Bosch Timing Belt,MED,2025-08-17,152,PRESS,PLT3
PO104230,FG0004,Valeo Drive Shaft,MED,2025-02-23,125,MILL,PLT1
PO104231,FG0009,TRW Crankshaft,LOW,2025-12-11,143,PRESS,PLT1
PO104232,FG0024,Denso Turbocharger,HIGH,2025-09-04,113,CNC,PLT3
PO104233,FG0001,Aftermarket Gearbox,MED,2025-09-20,97,PRESS,PLT1
PO104234,FG0026,Delphi Camshaft,LOW,2025-06-14,20,PRESS,PLT1
PO104235,FG0013,Bosch Shock Absorber,MED,2025-02-11,33,PRESS,PLT2
PO104236,FG0011,Valeo Radiator,LOW,2025-05-08,141,MILL,PLT1
PO104237,FG0028,ACDelco Bearing,LOW,2025-12-21,148,MILL,PLT1
PO104238,FG0023,ACDelco Oil Pump,HIGH,2025-11-30,151,MILL,PLT1
PO104239,FG0015,Aftermarket Airbag Module,MED,2025-02-09,65,PRESS,PLT1
PO104240,FG0018,Genuine Oil Pump,LOW,2025-05-29,18,PRESS,PLT3
PO104241,FG0021,Performance Differential,MED,2025-11-13,11,ROBOT,PLT3
PO104242,FG0026,Delphi Camshaft,LOW,2025-07-31,84,MILL,PLT1
PO104243,FG0025,Performance Fuel Injector,MED,2025-05-26,188,ROBOT,PLT2
PO104244,FG0014,Valeo Airbag Module,HIGH,2025-02-15,182,CNC,PLT3
PO104245,FG0010,Bosch Camshaft,MED,2025-04-21,62,CNC,PLT2
PO104246,FG0004,Valeo Drive Shaft,MED,2025-09-05,89,CNC,PLT1
PO104247,FG0030,Magneti Marelli Sensor,MED,2025-02-28,86,GRIND,PLT3
PO104248,FG0013,Bosch Shock Absorber,MED,2025-12-31,31,MILL,PLT1
PO104249,FG0012,OEM Catalytic Converter,HIGH,2025-06-30,119,ROBOT,PLT2
PO104250,FG0012,OEM Catalytic Converter,HIGH,2025-01-14,96,MILL,PLT2
PO104251,FG0005,Remanufactured Gearbox,LOW,2025-02-06,126,MILL,PLT3
PO104252,FG0013,Bosch Shock Absorber,MED,2025-12-26,53,ROBOT,PLT1
PO104253,FG0020,Bosch Fan,MED,2025-12-26,101,ROBOT,PLT3
PO104254,FG0014,Valeo Airbag Module,HIGH,2025-08-10,83,ROBOT,PLT2
PO104255,FG0027,TRW Gearbox,MED,2025-08-29,126,MILL,PLT1
PO104256,FG0016,OEM Caliper,LOW,2025-04-17,188,MILL,PLT2
PO104257,FG0007,Sport Shock Absorber,MED,2025-04-05,144,MILL,PLT1
PO104258,FG0011,Valeo Radiator,LOW,2025-02-23,85,MILL,PLT1
PO104259,FG0027,TRW Gearbox,MED,2025-03-31,61,PRESS,PLT3
PO104260,FG0011,Valeo Radiator,LOW,2025-07-02,99,CNC,PLT2
PO104261,FG0025,Performance Fuel Injector,MED,2025-12-18,151,MILL,PLT1
PO104262,FG0013,Bosch Shock Absorber,MED,2025-05-09,15,CNC,PLT3
PO104263,FG0014,Valeo Airbag Module,HIGH,2025-11-04,194,ROBOT,PLT3
PO104264,FG0016,OEM Caliper,LOW,2025-06-01,58,PRESS,PLT1
PO104265,FG0017,Valeo Sway Bar,MED,2025-09-29,11,GRIND,PLT3
PO104266,FG0013,Bosch Shock Absorber,MED,2025-05-19,143,CNC,PLT2
PO104267,FG0013,Bosch Shock Absorber,MED,2025-02-09,31,CNC,PLT3
PO104268,FG0020,Bosch Fan,MED,2025-09-29,179,GRIND,PLT3
PO104269,FG0008,Delphi Exhaust Manifold,MED,2025-12-29,13,ROBOT,PLT3
PO104270,FG0022,Remanufactured Caliper,LOW,2025-03-01,35,GRIND,PLT3
PO104271,FG0018,Genuine Oil Pump,LOW,2025-04-30,24,PRESS,PLT1
PO104272,FG0025,Performance Fuel Injector,MED,2025-09-08,82,CNC,PLT3
PO104273,FG0006,Aftermarket Timing Belt,HIGH,2025-10-29,181,GRIND,PLT1
PO104274,FG0021,Performance Differential,MED,2025-10-10,159,ROBOT,PLT1
PO104275,FG0028,ACDelco Bearing,LOW,2025-05-23,186,CNC,PLT2
PO104276,FG0006,Aftermarket Timing Belt,HIGH,2025-10-17,161,MILL,PLT3
PO104277,FG0005,Remanufactured Gearbox,LOW,2025-11-28,155,CNC,PLT1
PO104278,FG0017,Valeo Sway Bar,MED,2025-04-22,75,PRESS,PLT1
PO104279,FG0010,Bosch Camshaft,MED,2025-09-07,30,ROBOT,PLT2
PO104280,FG0001,Aftermarket Gearbox,MED,2025-12-17,11,PRESS,PLT3
PO104281,FG0017,Valeo Sway Bar,MED,2025-06-30,116,CNC,PLT3
PO104282,FG0002,Bosch Timing Belt,MED,2025-04-03,192,PRESS,PLT1
PO104283,FG0027,TRW Gearbox,MED,2025-08-05,100,MILL,PLT3
PO104284,FG0001,Aftermarket Gearbox,MED,2025-05-14,85,ROBOT,PLT1
PO104285,FG0006,Aftermarket Timing Belt,HIGH,2025-10-30,53,PRESS,PLT1
PO104286,FG0017,Valeo Sway Bar,MED,2025-05-06,120,ROBOT,PLT3
PO104287,FG0015,Aftermarket Airbag Module,MED,2025-10-11,70,GRIND,PLT1
PO104288,FG0028,ACDelco Bearing,LOW,2025-03-18,78,MILL,PLT1
PO104289,FG0025,Performance Fuel Injector,MED,2025-11-25,61,PRESS,PLT2
PO104290,FG0029,ACDelco Catalytic Converter,LOW,2025-06-06,86,GRIND,PLT2
PO104291,FG0026,Delphi Camshaft,LOW,2025-02-11,148,ROBOT,PLT1
PO104292,FG0024,Denso Turbocharger,HIGH,2025-11-07,84,CNC,PLT1
PO104293,FG0019,Performance Bearing,HIGH,2025-09-18,51,MILL,PLT3
PO104294,FG0008,Delphi Exhaust Manifold,MED,2025-11-08,103,GRIND,PLT1
PO104295,FG0017,Valeo Sway Bar,MED,2025-11-15,57,CNC,PLT3
PO104296,FG0017,Valeo Sway Bar,MED,2025-10-04,186,GRIND,PLT1
PO104297,FG0029,ACDelco Catalytic Converter,LOW,2025-08-15,143,ROBOT,PLT1
PO104298,FG0001,Aftermarket Gearbox,MED,2025-01-17,137,GRIND,PLT1
PO104299,FG0006,Aftermarket Timing Belt,HIGH,2025-01-17,86,PRESS,PLT3
PO104300,FG0025,Performance Fuel Injector,MED,2025-12-04,116,GRIND,PLT1
PO104301,FG0022,Remanufactured Caliper,LOW,2025-12-29,94,MILL,PLT1
PO104302,FG0028,ACDelco Bearing,LOW,2025-03-06,46,MILL,PLT1
PO104303,FG0028,ACDelco Bearing,LOW,2025-02-07,124,GRIND,PLT1
PO104304,FG0001,Aftermarket Gearbox,MED,2025-07-24,192,MILL,PLT1
PO104305,FG0026,Delphi Camshaft,LOW,2025-01-30,187,MILL,PLT1
PO104306,FG0023,ACDelco Oil Pump,HIGH,2025-11-13,162,ROBOT,PLT1
PO104307,FG0030,Magneti Marelli Sensor,MED,2025-01-31,51,CNC,PLT2
PO104308,FG0020,Bosch Fan,MED,2025-05-24,155,CNC,PLT3
PO104309,FG0011,Valeo Radiator,LOW,2025-12-07,34,ROBOT,PLT2
PO104310,FG0001,Aftermarket Gearbox,MED,2025-02-04,65,ROBOT,PLT3
